['36', '-', '24', '=', '2']
['87', '+', '29', '=', '81']
['91', '+', '28', '=', '87']
['97', '-', '28', '=', '87']
['97', '+', '28', '=', '67']
['97', '+', '28', '=', '97']
['97', '+', '28', '=', '81']
['61', '-', '80', '=', '87']
['61', '-', '20', '=', '83']
['61', '+', '80', '=', '67']
['61', '+', '80', '=', '97']
['61', '+', '80', '=', '81']
['61', '+', '38', '=', '87']
['61', '+', '28', '=', '87']
['61', '+', '20', '=', '63']
['61', '+', '20', '=', '93']
['63', '-', '20', '=', '67']
['63', '-', '20', '=', '97']
['63', '-', '20', '=', '81']
['63', '+', '20', '=', '61']
['63', '+', '20', '=', '91']
['67', '-', '80', '=', '67']
['67', '-', '80', '=', '97']
['67', '-', '80', '=', '81']
['67', '-', '38', '=', '87']
['67', '-', '28', '=', '87']
['67', '-', '20', '=', '63']
['67', '-', '20', '=', '93']
['67', '=', '28', '-', '87']
['67', '+', '80', '=', '61']
['67', '+', '80', '=', '91']
['67', '+', '38', '=', '67']
['67', '+', '38', '=', '97']
['67', '+', '38', '=', '81']
['67', '+', '28', '=', '97']
['67', '+', '28', '=', '67']
['67', '+', '28', '=', '81']
['81', '-', '28', '=', '87']
['81', '+', '28', '=', '67']
['81', '+', '28', '=', '97']
['81', '+', '28', '=', '81']
['87', '-', '28', '=', '67']
['87', '-', '28', '=', '97']
['87', '-', '28', '=', '81']
['87', '+', '28', '=', '61']
['87', '+', '28', '=', '91']
['42', '+', '11', '=', '56']
['45', 'x', '11', '=', '56']
['45', '+', '11', '=', '26']
['18', '+', '11', '=', '56']
['15', '+', '14', '=', '56']
['15', '+', '11', '=', '86']
['35', '-', '11', '=', '56']
['35', '+', '11', '=', '55']
['55', '-', '11', '=', '56']
['55', '+', '11', '=', '55']
['76', '+', '11', '=', '56']
['79', '+', '11', '=', '56']
['75', '+', '71', '=', '56']
['75', '+', '17', '=', '56']
['75', '+', '11', '=', '66']
['75', '+', '11', '=', '96']
['75', '+', '11', '=', '58']
['43', '+', '11', '=', '56']
['46', '+', '11', '=', '46']
['46', '+', '11', '=', '52']
['46', '+', '11', '=', '53']
['49', '+', '11', '=', '46']
['49', '+', '11', '=', '52']
['49', '+', '11', '=', '53']
['40', '-', '11', '=', '56']
['40', '+', '11', '=', '55']
['44', '+', '71', '=', '56']
['44', '+', '17', '=', '56']
['44', '+', '11', '=', '66']
['44', '+', '11', '=', '96']
['44', '+', '11', '=', '58']
['43', '+', '11', '=', '36']
['43', '+', '11', '=', '50']
['43', '+', '11', '=', '59']
['45', '=', '11', '+', '56']
['45', '+', '71', '=', '46']
['45', '+', '71', '=', '52']
['45', '+', '71', '=', '53']
['45', '+', '17', '=', '46']
['45', '+', '17', '=', '52']
['45', '+', '17', '=', '53']
['45', '+', '11', '=', '36']
['45', '+', '11', '=', '62']
['45', '+', '11', '=', '63']
['45', '+', '11', '=', '92']
['45', '+', '11', '=', '93']
['45', '+', '11', '=', '48']
['45', '+', '11', '=', '30']
['45', '+', '11', '=', '39']
['45', '+', '11', '=', '50']
['45', '+', '11', '=', '59']
['16', '+', '71', '=', '56']
['16', '+', '17', '=', '56']
['16', '+', '11', '=', '66']
['16', '+', '11', '=', '96']
['16', '+', '11', '=', '58']
['19', '+', '71', '=', '56']
['19', '+', '17', '=', '56']
['19', '+', '11', '=', '66']
['19', '+', '11', '=', '96']
['19', '+', '11', '=', '58']
['15', '+', '77', '=', '56']
['15', '+', '71', '=', '66']
['15', '+', '71', '=', '96']
['15', '+', '71', '=', '58']
['15', '+', '17', '=', '66']
['15', '+', '17', '=', '96']
['15', '+', '17', '=', '58']
['15', '+', '11', '=', '68']
['15', '+', '11', '=', '98']
['95', '-', '11', '=', '55']
['49', '-', '11', '=', '56']
['49', '+', '11', '=', '55']
['46', '-', '11', '=', '36']
['46', '-', '11', '=', '50']
['46', '-', '11', '=', '59']
['46', '-', '11', '=', '56']
['46', '=', '11', '-', '56']
['46', '+', '11', '=', '35']
['46', '+', '11', '=', '55']
['49', '-', '11', '=', '36']
['49', '-', '11', '=', '50']
['49', '-', '11', '=', '59']
['49', '=', '11', '-', '56']
['49', '+', '11', '=', '35']
['48', '-', '11', '=', '55']
['43', '-', '71', '=', '56']
['43', '-', '17', '=', '56']
['43', '-', '11', '=', '66']
['43', '-', '11', '=', '96']
['43', '-', '11', '=', '58']
['43', '+', '71', '=', '55']
['43', '+', '17', '=', '55']
['43', '+', '11', '=', '65']
['43', '+', '11', '=', '95']
['45', '-', '71', '=', '36']
['45', '-', '71', '=', '50']
['45', '-', '71', '=', '59']
['45', '-', '41', '=', '55']
['45', '-', '17', '=', '36']
['45', '-', '17', '=', '50']
['45', '-', '17', '=', '59']
['45', '-', '14', '=', '55']
['45', '-', '11', '=', '96']
['45', '-', '11', '=', '60']
['45', '-', '11', '=', '69']
['45', '-', '11', '=', '66']
['45', '-', '11', '=', '90']
['45', '-', '11', '=', '99']
['45', '-', '11', '=', '85']
['45', '-', '11', '=', '38']
['45', '-', '11', '=', '58']
['45', '-', '71', '=', '56']
['45', '-', '17', '=', '56']
['45', '=', '71', '-', '56']
['45', '=', '17', '-', '56']
['45', '=', '11', '-', '66']
['45', '=', '11', '-', '96']
['45', '=', '11', '-', '58']
['45', '+', '71', '=', '35']
['45', '+', '71', '=', '55']
['45', '+', '17', '=', '35']
['45', '+', '17', '=', '55']
['45', '+', '11', '=', '95']
['45', '+', '11', '=', '65']
['46', '-', '71', '=', '55']
['46', '-', '17', '=', '55']
['46', '-', '11', '=', '65']
['46', '-', '11', '=', '95']
['49', '-', '71', '=', '55']
['49', '-', '17', '=', '55']
['49', '-', '11', '=', '65']
['49', '-', '11', '=', '95']
['45', '-', '77', '=', '55']
['45', '-', '71', '=', '65']
['45', '-', '71', '=', '95']
['45', '-', '17', '=', '65']
['45', '-', '17', '=', '95']
['16', '-', '96', '=', '0']
['96', '-', '16', '=', '0']
['35', '-', '46', '=', '0']
['36', '-', '45', '=', '0']
['55', '-', '46', '=', '0']
['56', '-', '45', '=', '0']
['78', '-', '46', '=', '0']
['76', '+', '46', '=', '0']
['76', '-', '48', '=', '0']
['76', '-', '46', '=', '8']
['40', '-', '46', '=', '0']
['45', '-', '36', '=', '0']
['45', '-', '56', '=', '0']
['48', '-', '76', '=', '0']
['48', '-', '42', '=', '0']
['48', '-', '43', '=', '0']
['48', '-', '46', '=', '3']
['48', '-', '46', '=', '5']
['42', '+', '46', '=', '0']
['42', '-', '48', '=', '0']
['42', '-', '46', '=', '8']
['49', '-', '46', '=', '0']
['43', '+', '46', '=', '0']
['43', '-', '48', '=', '0']
['43', '-', '46', '=', '8']
['40', '-', '49', '=', '0']
['40', '-', '46', '=', '6']
['40', '-', '46', '=', '9']
['49', '-', '40', '=', '0']
['49', '-', '46', '=', '6']
['49', '-', '46', '=', '9']
['46', '+', '76', '=', '0']
['46', '+', '42', '=', '0']
['46', '+', '43', '=', '0']
['46', '+', '46', '=', '2']
['46', '+', '46', '=', '3']
['46', '+', '46', '=', '5']
['46', '-', '35', '=', '0']
['46', '-', '55', '=', '0']
['46', '-', '78', '=', '0']
['46', '-', '76', '=', '8']
['46', '-', '40', '=', '0']
['46', '-', '48', '=', '2']
['46', '-', '48', '=', '3']
['46', '-', '48', '=', '5']
['46', '-', '42', '=', '8']
['46', '-', '49', '=', '0']
['46', '-', '43', '=', '8']
['46', '-', '40', '=', '9']
['46', '-', '49', '=', '6']
['46', '-', '49', '=', '9']
['46', '-', '46', '=', '9']
['46', '-', '46', '=', '6']
['18', '+', '46', '=', '0']
['18', '-', '48', '=', '0']
['18', '-', '46', '=', '8']
['16', '+', '48', '=', '0']
['16', '+', '46', '=', '8']
['16', '-', '48', '=', '8']
['95', '-', '45', '=', '0']
['48', '-', '45', '=', '0']
['45', '+', '40', '=', '0']
['45', '+', '49', '=', '0']
['45', '+', '46', '=', '6']
['45', '+', '46', '=', '9']
['45', '+', '46', '=', '0']
['45', '=', '46', '+', '0']
['45', '-', '95', '=', '0']
['45', '-', '48', '=', '0']
['45', '-', '48', '=', '6']
['45', '-', '48', '=', '9']
['45', '-', '40', '=', '8']
['45', '-', '49', '=', '8']
['45', '-', '46', '=', '8']
['48', '+', '16', '=', '0']
['48', '-', '18', '=', '0']
['48', '-', '16', '=', '8']
['48', '-', '45', '=', '6']
['48', '-', '45', '=', '9']
['40', '+', '45', '=', '0']
['40', '=', '46', '-', '0']
['40', '-', '45', '=', '8']
['49', '+', '45', '=', '0']
['49', '=', '46', '-', '0']
['49', '-', '45', '=', '8']
['46', '+', '18', '=', '0']
['46', '+', '16', '=', '8']
['46', '+', '45', '=', '6']
['46', '+', '45', '=', '9']
['46', '+', '45', '=', '0']
['46', '=', '45', '+', '0']
['46', '=', '40', '-', '0']
['46', '=', '49', '-', '0']
['46', '=', '46', '-', '6']
['46', '=', '46', '-', '9']
['46', '-', '18', '=', '8']
['46', '-', '45', '=', '8']
['45', '+', '45', '=', '8']
['45', '=', '48', '-', '0']
['45', '=', '46', '-', '8']
['48', '=', '45', '-', '0']
['46', '=', '45', '-', '8']
['82', '-', '33', '=', '52']
['85', '-', '33', '=', '22']
['85', '-', '33', '=', '55']
['60', '-', '33', '=', '52']
['65', '-', '63', '=', '52']
['65', '-', '30', '=', '52']
['65', '-', '36', '=', '52']
['65', '-', '33', '=', '50']
['65', '-', '33', '=', '56']
['65', '-', '33', '=', '59']
['90', '-', '33', '=', '52']
['95', '-', '63', '=', '52']
['95', '-', '30', '=', '52']
['95', '-', '36', '=', '52']
['95', '-', '33', '=', '50']
['95', '-', '33', '=', '56']
['95', '-', '33', '=', '59']
['28', '-', '33', '=', '52']
['25', '-', '83', '=', '52']
['25', '-', '38', '=', '52']
['25', '-', '33', '=', '82']
['25', '-', '33', '=', '58']
['38', '-', '33', '=', '52']
['35', '-', '83', '=', '52']
['35', '-', '38', '=', '52']
['35', '-', '33', '=', '82']
['35', '-', '33', '=', '58']
['58', '-', '33', '=', '52']
['55', '-', '83', '=', '52']
['55', '-', '38', '=', '52']
['55', '-', '33', '=', '82']
['55', '-', '33', '=', '58']
['83', '-', '33', '=', '52']
['86', '-', '43', '=', '52']
['86', '-', '33', '=', '42']
['89', '-', '43', '=', '52']
['89', '-', '34', '=', '52']
['89', '-', '33', '=', '42']
['88', '-', '73', '=', '52']
['88', '-', '37', '=', '52']
['84', '+', '33', '=', '52']
['84', '-', '93', '=', '52']
['84', '-', '39', '=', '52']
['84', '-', '33', '=', '62']
['84', '-', '33', '=', '92']
['83', '-', '23', '=', '52']
['83', '-', '53', '=', '52']
['83', '-', '32', '=', '52']
['83', '-', '35', '=', '52']
['83', '-', '33', '=', '32']
['83', '-', '33', '=', '53']
['85', '+', '43', '=', '52']
['85', '+', '34', '=', '52']
['85', '+', '33', '=', '42']
['85', '-', '78', '=', '52']
['85', '-', '73', '=', '82']
['85', '-', '73', '=', '58']
['85', '-', '23', '=', '52']
['85', '-', '94', '=', '52']
['85', '-', '93', '=', '42']
['85', '-', '53', '=', '52']
['85', '-', '87', '=', '52']
['85', '-', '49', '=', '52']
['85', '-', '43', '=', '62']
['85', '-', '43', '=', '92']
['85', '-', '22', '=', '52']
['85', '-', '25', '=', '52']
['85', '-', '23', '=', '32']
['85', '-', '23', '=', '53']
['85', '-', '52', '=', '52']
['85', '-', '55', '=', '52']
['85', '-', '53', '=', '53']
['85', '-', '37', '=', '82']
['85', '-', '37', '=', '58']
['85', '-', '32', '=', '52']
['85', '-', '39', '=', '42']
['85', '-', '35', '=', '52']
['85', '-', '34', '=', '62']
['85', '-', '34', '=', '92']
['85', '-', '32', '=', '32']
['85', '-', '35', '=', '32']
['85', '-', '35', '=', '53']
['85', '-', '33', '=', '32']
['85', '-', '33', '=', '33']
['85', '-', '33', '=', '53']
['96', '-', '33', '=', '52']
['99', '-', '33', '=', '52']
['95', '+', '33', '=', '52']
['95', '-', '93', '=', '52']
['95', '-', '39', '=', '52']
['95', '-', '33', '=', '92']
['69', '-', '33', '=', '52']
['66', '-', '23', '=', '52']
['66', '-', '53', '=', '52']
['66', '-', '32', '=', '52']
['66', '-', '35', '=', '52']
['66', '-', '33', '=', '32']
['66', '-', '33', '=', '53']
['66', '-', '33', '=', '52']
['69', '-', '23', '=', '52']
['69', '-', '53', '=', '52']
['69', '-', '32', '=', '52']
['69', '-', '35', '=', '52']
['69', '-', '33', '=', '32']
['69', '-', '33', '=', '53']
['63', '+', '33', '=', '52']
['63', '-', '93', '=', '52']
['63', '-', '39', '=', '52']
['63', '-', '33', '=', '62']
['63', '-', '33', '=', '92']
['65', '+', '23', '=', '52']
['65', '+', '53', '=', '52']
['65', '+', '32', '=', '52']
['65', '+', '35', '=', '52']
['65', '+', '33', '=', '32']
['65', '+', '33', '=', '53']
['65', '+', '33', '=', '52']
['65', '=', '33', '+', '52']
['65', '-', '92', '=', '52']
['65', '-', '95', '=', '52']
['65', '-', '93', '=', '32']
['65', '-', '93', '=', '53']
['65', '-', '93', '=', '52']
['65', '-', '29', '=', '52']
['65', '-', '23', '=', '62']
['65', '-', '23', '=', '92']
['65', '-', '59', '=', '52']
['65', '-', '53', '=', '62']
['65', '-', '53', '=', '92']
['65', '-', '39', '=', '32']
['65', '-', '39', '=', '53']
['65', '-', '39', '=', '52']
['65', '-', '32', '=', '62']
['65', '-', '32', '=', '92']
['65', '-', '35', '=', '62']
['65', '-', '35', '=', '92']
['65', '-', '33', '=', '92']
['65', '-', '33', '=', '63']
['65', '-', '33', '=', '62']
['65', '-', '33', '=', '93']
['96', '-', '23', '=', '52']
['96', '-', '53', '=', '52']
['96', '-', '32', '=', '52']
['96', '-', '35', '=', '52']
['96', '-', '33', '=', '32']
['96', '-', '33', '=', '53']
['99', '-', '23', '=', '52']
['99', '-', '53', '=', '52']
['99', '-', '32', '=', '52']
['99', '-', '35', '=', '52']
['99', '-', '33', '=', '32']
['99', '-', '33', '=', '53']
['93', '+', '33', '=', '52']
['93', '-', '93', '=', '52']
['93', '-', '39', '=', '52']
['93', '-', '33', '=', '62']
['93', '-', '33', '=', '92']
['95', '+', '23', '=', '52']
['95', '+', '53', '=', '52']
['95', '+', '32', '=', '52']
['95', '+', '35', '=', '52']
['95', '+', '33', '=', '32']
['95', '+', '33', '=', '53']
['95', '=', '33', '+', '52']
['95', '-', '92', '=', '52']
['95', '-', '95', '=', '52']
['95', '-', '93', '=', '32']
['95', '-', '93', '=', '53']
['95', '-', '29', '=', '52']
['95', '-', '23', '=', '62']
['95', '-', '23', '=', '92']
['95', '-', '59', '=', '52']
['95', '-', '53', '=', '62']
['95', '-', '53', '=', '92']
['95', '-', '39', '=', '32']
['95', '-', '39', '=', '53']
['95', '-', '32', '=', '62']
['95', '-', '32', '=', '92']
['95', '-', '35', '=', '62']
['95', '-', '35', '=', '92']
['95', '-', '33', '=', '63']
['95', '-', '33', '=', '93']
['26', '+', '33', '=', '52']
['26', '-', '93', '=', '52']
['26', '-', '39', '=', '52']
['26', '-', '33', '=', '62']
['26', '-', '33', '=', '92']
['29', '+', '33', '=', '52']
['29', '-', '93', '=', '52']
['29', '-', '39', '=', '52']
['29', '-', '33', '=', '62']
['29', '-', '33', '=', '92']
['25', '+', '93', '=', '52']
['25', '+', '39', '=', '52']
['25', '+', '33', '=', '62']
['25', '+', '33', '=', '92']
['25', '-', '99', '=', '52']
['25', '-', '93', '=', '62']
['25', '-', '93', '=', '92']
['25', '-', '39', '=', '62']
['25', '-', '39', '=', '92']
['36', '+', '33', '=', '52']
['36', '-', '93', '=', '52']
['36', '-', '39', '=', '52']
['36', '-', '33', '=', '62']
['36', '-', '33', '=', '92']
['39', '+', '33', '=', '52']
['39', '-', '93', '=', '52']
['39', '-', '39', '=', '52']
['39', '-', '33', '=', '62']
['39', '-', '33', '=', '92']
['35', '+', '93', '=', '52']
['35', '+', '39', '=', '52']
['35', '+', '33', '=', '62']
['35', '+', '33', '=', '92']
['35', '-', '99', '=', '52']
['35', '-', '93', '=', '62']
['35', '-', '93', '=', '92']
['35', '-', '39', '=', '62']
['35', '-', '39', '=', '92']
['56', '+', '33', '=', '52']
['56', '-', '93', '=', '52']
['56', '-', '39', '=', '52']
['56', '-', '33', '=', '62']
['56', '-', '33', '=', '92']
['59', '+', '33', '=', '52']
['59', '-', '93', '=', '52']
['59', '-', '39', '=', '52']
['59', '-', '33', '=', '62']
['59', '-', '33', '=', '92']
['55', '+', '93', '=', '52']
['55', '+', '39', '=', '52']
['55', '+', '33', '=', '62']
['55', '+', '33', '=', '92']
['55', '-', '99', '=', '52']
['55', '-', '93', '=', '62']
['55', '-', '93', '=', '92']
['55', '-', '39', '=', '62']
['55', '-', '39', '=', '92']
['86', '+', '73', '=', '52']
['86', '+', '37', '=', '52']
['86', '-', '79', '=', '52']
['86', '-', '73', '=', '62']
['86', '-', '73', '=', '92']
['86', '-', '97', '=', '52']
['86', '-', '37', '=', '62']
['86', '-', '37', '=', '92']
['89', '+', '73', '=', '52']
['89', '+', '37', '=', '52']
['89', '-', '79', '=', '52']
['89', '-', '73', '=', '62']
['89', '-', '73', '=', '92']
['89', '-', '97', '=', '52']
['89', '-', '37', '=', '62']
['89', '-', '37', '=', '92']
['83', '=', '33', '-', '52']
['85', '=', '33', '-', '52']
['85', '+', '79', '=', '52']
['85', '+', '73', '=', '62']
['85', '+', '73', '=', '92']
['85', '+', '97', '=', '52']
['85', '+', '37', '=', '62']
['85', '+', '37', '=', '92']
['85', '=', '23', '-', '52']
['85', '=', '53', '-', '52']
['85', '=', '32', '-', '52']
['85', '=', '35', '-', '52']
['85', '=', '33', '-', '32']
['85', '=', '33', '-', '53']
['85', '-', '79', '=', '62']
['85', '-', '79', '=', '92']
['85', '-', '97', '=', '62']
['85', '-', '97', '=', '92']
['66', '=', '33', '-', '52']
['69', '=', '33', '-', '52']
['65', '=', '93', '-', '52']
['65', '=', '39', '-', '52']
['65', '=', '33', '-', '62']
['65', '=', '33', '-', '92']
['96', '=', '33', '-', '52']
['99', '=', '33', '-', '52']
['95', '=', '93', '-', '52']
['95', '=', '39', '-', '52']
['95', '=', '33', '-', '62']
['95', '=', '33', '-', '92']
['6', '+', '1', '=', '6']
['0', 'x', '1', '=', '6']
['8', 'x', '1', '=', '2']
['8', 'x', '1', '=', '3']
['2', 'x', '7', '=', '6']
['2', 'x', '1', '=', '8']
['9', 'x', '1', '=', '6']
['3', 'x', '7', '=', '6']
['3', 'x', '1', '=', '8']
['0', 'x', '1', '=', '9']
['9', 'x', '1', '=', '0']
['6', 'x', '7', '=', '2']
['6', 'x', '7', '=', '3']
['6', 'x', '1', '=', '0']
['6', 'x', '1', '=', '9']
['8', 'x', '1', '=', '5']
['5', 'x', '7', '=', '0']
['5', 'x', '7', '=', '9']
['5', 'x', '4', '=', '5']
['5', 'x', '1', '=', '8']
['5', 'x', '7', '=', '6']
['0', 'x', '7', '=', '5']
['9', 'x', '7', '=', '5']
['6', 'x', '7', '=', '5']
['7', '+', '4', '=', '28']
['7', 'x', '4', '=', '58']
['1', 'x', '3', '=', '28']
['1', 'x', '5', '=', '28']
['1', 'x', '4', '=', '68']
['1', 'x', '4', '=', '98']
['3', 'x', '1', '=', '28']
['3', 'x', '4', '=', '22']
['3', 'x', '4', '=', '23']
['3', 'x', '4', '=', '25']
['4', 'x', '4', '=', '20']
['4', 'x', '4', '=', '26']
['4', 'x', '4', '=', '29']
['7', 'x', '1', '=', '88']
['7', 'x', '9', '=', '22']
['7', 'x', '9', '=', '23']
['7', 'x', '9', '=', '25']
['7', 'x', '3', '=', '20']
['7', 'x', '3', '=', '26']
['7', 'x', '3', '=', '29']
['7', 'x', '5', '=', '20']
['7', 'x', '5', '=', '26']
['7', 'x', '5', '=', '29']
['7', 'x', '4', '=', '38']
['7', 'x', '4', '=', '82']
['7', 'x', '4', '=', '83']
['7', 'x', '4', '=', '85']
['7', 'x', '4', '=', '60']
['7', 'x', '4', '=', '66']
['7', 'x', '4', '=', '69']
['7', 'x', '4', '=', '90']
['7', 'x', '4', '=', '96']
['7', 'x', '4', '=', '99']
['1', 'x', '9', '=', '20']
['1', 'x', '9', '=', '26']
['1', 'x', '9', '=', '29']
['1', 'x', '4', '=', '80']
['1', 'x', '4', '=', '86']
['1', 'x', '4', '=', '89']
['20', '+', '23', '=', '73']
['50', 'x', '23', '=', '73']
['50', '+', '53', '=', '73']
['30', '+', '23', '=', '73']
['62', '+', '23', '=', '73']
['63', '+', '23', '=', '73']
['65', '+', '23', '=', '73']
['60', '+', '24', '=', '73']
['60', '+', '23', '=', '74']
['92', '+', '23', '=', '73']
['93', '+', '23', '=', '73']
['95', '+', '23', '=', '73']
['90', '+', '24', '=', '73']
['90', '+', '23', '=', '74']
['80', '+', '27', '=', '73']
['80', '+', '23', '=', '77']
['48', '+', '23', '=', '73']
['40', '+', '29', '=', '73']
['40', '+', '23', '=', '79']
['36', '+', '23', '=', '73']
['39', '+', '23', '=', '73']
['30', '+', '33', '=', '73']
['30', '+', '22', '=', '73']
['30', '+', '25', '=', '73']
['30', '+', '23', '=', '72']
['30', '+', '23', '=', '75']
['58', '+', '24', '=', '73']
['58', '+', '23', '=', '74']
['52', '+', '29', '=', '73']
['52', '+', '23', '=', '79']
['59', '+', '23', '=', '73']
['53', '+', '29', '=', '73']
['53', '+', '23', '=', '79']
['56', '+', '23', '=', '73']
['55', '+', '29', '=', '73']
['55', '+', '23', '=', '79']
['56', '+', '33', '=', '73']
['56', '+', '22', '=', '73']
['56', '+', '25', '=', '73']
['56', '+', '23', '=', '72']
['56', '+', '23', '=', '75']
['59', '+', '33', '=', '73']
['59', '+', '22', '=', '73']
['59', '+', '25', '=', '73']
['59', '+', '23', '=', '72']
['59', '+', '23', '=', '75']
['50', '-', '63', '=', '73']
['50', '-', '93', '=', '73']
['50', '-', '20', '=', '73']
['50', '-', '26', '=', '73']
['50', '-', '23', '=', '43']
['50', '-', '23', '=', '70']
['50', '-', '23', '=', '76']
['50', '=', '23', '+', '73']
['50', '+', '33', '=', '73']
['50', '+', '87', '=', '73']
['50', '+', '83', '=', '77']
['50', '+', '63', '=', '13']
['50', '+', '93', '=', '13']
['50', '+', '32', '=', '73']
['50', '+', '35', '=', '73']
['50', '+', '33', '=', '72']
['50', '+', '33', '=', '75']
['50', '+', '27', '=', '33']
['50', '+', '27', '=', '78']
['50', '+', '22', '=', '73']
['50', '+', '29', '=', '74']
['50', '+', '25', '=', '73']
['50', '+', '28', '=', '77']
['50', '+', '20', '=', '13']
['50', '+', '26', '=', '13']
['50', '+', '24', '=', '79']
['50', '+', '22', '=', '75']
['50', '+', '25', '=', '72']
['50', '+', '23', '=', '10']
['50', '+', '23', '=', '16']
['50', '+', '23', '=', '37']
['50', '+', '23', '=', '72']
['50', '+', '23', '=', '75']
['90', '-', '23', '=', '73']
['90', '+', '23', '=', '13']
['68', '+', '27', '=', '73']
['68', '+', '23', '=', '77']
['66', '-', '23', '=', '73']
['66', '+', '23', '=', '13']
['69', '-', '23', '=', '73']
['69', '+', '23', '=', '13']
['60', '-', '33', '=', '73']
['60', '-', '22', '=', '73']
['60', '-', '25', '=', '73']
['60', '-', '23', '=', '72']
['60', '-', '23', '=', '75']
['60', '-', '23', '=', '73']
['60', '=', '23', '-', '73']
['60', '+', '33', '=', '13']
['60', '+', '27', '=', '79']
['60', '+', '29', '=', '77']
['60', '+', '22', '=', '13']
['60', '+', '25', '=', '13']
['60', '+', '23', '=', '12']
['60', '+', '23', '=', '15']
['60', '+', '23', '=', '13']
['98', '+', '27', '=', '73']
['98', '+', '23', '=', '77']
['96', '+', '23', '=', '13']
['99', '-', '23', '=', '73']
['99', '+', '23', '=', '13']
['90', '-', '33', '=', '73']
['90', '-', '22', '=', '73']
['90', '-', '25', '=', '73']
['90', '-', '23', '=', '72']
['90', '-', '23', '=', '75']
['90', '=', '23', '-', '73']
['90', '+', '33', '=', '13']
['90', '+', '27', '=', '79']
['90', '+', '29', '=', '77']
['90', '+', '22', '=', '13']
['90', '+', '25', '=', '13']
['90', '+', '23', '=', '12']
['90', '+', '23', '=', '15']
['80', '-', '23', '=', '13']
['38', '-', '23', '=', '73']
['38', '+', '23', '=', '13']
['30', '-', '29', '=', '73']
['30', '-', '23', '=', '79']
['30', '+', '29', '=', '13']
['30', '+', '23', '=', '19']
['58', '-', '33', '=', '73']
['58', '-', '22', '=', '73']
['58', '-', '25', '=', '73']
['58', '-', '23', '=', '72']
['58', '-', '23', '=', '75']
['58', '-', '23', '=', '73']
['58', '=', '23', '-', '73']
['58', '+', '33', '=', '13']
['58', '+', '27', '=', '79']
['58', '+', '29', '=', '77']
['58', '+', '22', '=', '13']
['58', '+', '25', '=', '13']
['58', '+', '23', '=', '12']
['58', '+', '23', '=', '15']
['58', '+', '23', '=', '13']
['56', '-', '29', '=', '73']
['56', '-', '23', '=', '79']
['56', '+', '29', '=', '13']
['56', '+', '23', '=', '19']
['59', '-', '29', '=', '73']
['59', '-', '23', '=', '79']
['59', '+', '29', '=', '13']
['59', '+', '23', '=', '19']
['50', '-', '83', '=', '13']
['50', '-', '39', '=', '73']
['50', '-', '33', '=', '79']
['50', '-', '29', '=', '72']
['50', '-', '29', '=', '75']
['50', '-', '29', '=', '73']
['50', '-', '28', '=', '13']
['50', '-', '22', '=', '79']
['50', '-', '25', '=', '79']
['50', '-', '23', '=', '18']
['50', '-', '23', '=', '79']
['50', '=', '29', '-', '73']
['50', '=', '23', '-', '79']
['50', '+', '39', '=', '13']
['50', '+', '33', '=', '19']
['50', '+', '29', '=', '12']
['50', '+', '29', '=', '15']
['50', '+', '29', '=', '13']
['50', '+', '22', '=', '19']
['50', '+', '25', '=', '19']
['50', '+', '23', '=', '19']
['68', '-', '23', '=', '13']
['60', '-', '29', '=', '13']
['60', '-', '23', '=', '19']
['98', '-', '23', '=', '13']
['90', '-', '29', '=', '13']
['90', '-', '23', '=', '19']
['58', '-', '29', '=', '13']
['58', '-', '23', '=', '19']
['50', '-', '29', '=', '19']
['82', '-', '5', '=', '80']
['85', '-', '2', '=', '80']
['60', '-', '5', '=', '80']
['65', '-', '0', '=', '80']
['90', '-', '5', '=', '80']
['95', '-', '0', '=', '80']
['28', '-', '5', '=', '80']
['25', '-', '8', '=', '80']
['38', '-', '5', '=', '80']
['35', '-', '8', '=', '80']
['58', '-', '5', '=', '80']
['55', '-', '8', '=', '80']
['83', '-', '5', '=', '80']
['86', '-', '4', '=', '80']
['86', '-', '5', '=', '82']
['86', '-', '5', '=', '83']
['86', '-', '5', '=', '85']
['89', '-', '4', '=', '80']
['89', '-', '5', '=', '82']
['89', '-', '5', '=', '83']
['89', '-', '5', '=', '85']
['88', '-', '5', '=', '20']
['88', '-', '5', '=', '30']
['88', '-', '5', '=', '50']
['80', '-', '5', '=', '60']
['80', '-', '5', '=', '90']
['84', '+', '5', '=', '80']
['84', '-', '6', '=', '80']
['84', '-', '9', '=', '80']
['84', '-', '5', '=', '88']
['83', '-', '5', '=', '86']
['83', '-', '5', '=', '89']
['85', '+', '4', '=', '80']
['85', '+', '5', '=', '82']
['85', '+', '5', '=', '83']
['85', '+', '5', '=', '85']
['85', '-', '3', '=', '80']
['85', '-', '6', '=', '82']
['85', '-', '6', '=', '83']
['85', '-', '6', '=', '85']
['85', '-', '9', '=', '82']
['85', '-', '9', '=', '83']
['85', '-', '9', '=', '85']
['85', '-', '8', '=', '20']
['85', '-', '8', '=', '30']
['85', '-', '8', '=', '50']
['85', '-', '0', '=', '60']
['85', '-', '0', '=', '90']
['85', '-', '4', '=', '88']
['85', '-', '3', '=', '86']
['85', '-', '3', '=', '89']
['85', '-', '5', '=', '89']
['85', '-', '5', '=', '86']
['96', '-', '5', '=', '80']
['99', '-', '5', '=', '80']
['95', '+', '5', '=', '80']
['95', '-', '6', '=', '80']
